"start","end","height","cover_type","cover_type_sub","genus","species","site","line","site_line","date","line_length"
2.95,3.3,3,"shrub","broadleaf_shrub","Illex","","O-5","L1","O-5L1",2024-06-23,0.35
4.75,5.05,3,"forb","fern","","","O-5","L1","O-5L1",2024-06-23,0.3
5.95,6.3,2,"shrub","broadleaf_shrub","Quercus","","O-5","L1","O-5L1",2024-06-23,0.35
7.35,7.55,4,"shrub","saw_palmetto","","","O-5","L1","O-5L1",2024-06-23,0.2
8.65,9.1,4,"shrub","saw_palmetto","","","O-5","L1","O-5L1",2024-06-23,0.449999999999999
11.7,13,4,"forb","fern","","","O-5","L1","O-5L1",2024-06-23,1.3
15,15.3,3.5,"forb","fern","","","O-5","L1","O-5L1",2024-06-23,0.300000000000001
16.1,16.3,2.5,"shrub","broadleaf_shrub","Vaccinium","","O-5","L1","O-5L1",2024-06-23,0.199999999999999
18.7,19.2,3.5,"shrub","broadleaf_shrub","","","O-5","L1","O-5L1",2024-06-23,0.5
19.7,20,4,"forb","fern","Illex/Vaccinium","","O-5","L1","O-5L1",2024-06-23,0.300000000000001
0.7,1,3,"shrub","broadleaf_shrub","Illex","","O-6","L4","O-6L4",2024-06-23,0.3
1.7,2,4,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L4","O-6L4",2024-06-23,0.3
2.2,2.5,3.5,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L4","O-6L4",2024-06-23,0.3
3.15,3.4,3.3,"shrub","broadleaf_shrub","Illex","","O-6","L4","O-6L4",2024-06-23,0.25
3.7,4.25,5,"shrub","broadleaf_shrub","Illex","","O-6","L4","O-6L4",2024-06-23,0.55
4.35,5,5,"shrub","broadleaf_shrub","Illex","","O-6","L4","O-6L4",2024-06-23,0.65
5.3,6.9,5,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L4","O-6L4",2024-06-23,1.6
7.5,7.75,4.5,"shrub","broadleaf_shrub","Illex","","O-6","L4","O-6L4",2024-06-23,0.25
9.6,10.05,4,"shrub","broadleaf_shrub","Illex","","O-6","L4","O-6L4",2024-06-23,0.450000000000001
11.65,11.9,3.5,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L4","O-6L4",2024-06-23,0.25
13.05,13.55,2,"shrub","broadleaf_shrub","Vaccinium","","O-6","L4","O-6L4",2024-06-23,0.5
13.75,15.75,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L4","O-6L4",2024-06-23,2
15.9,18,4,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L4","O-6L4",2024-06-23,2.1
18.2,20,5,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L4","O-6L4",2024-06-23,1.8
0.45,0.85,3,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.4
2.15,2.4,3,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.25
2.5,2.7,3.5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.2
3.2,3.4,2,"shrub","broadleaf_shrub","Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.2
4,4.4,7,"shrub","saw_palmetto","","","O-6","L3","O-6L3",2024-06-23,0.4
5.3,5.5,4,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.2
5.7,6.2,8,"shrub","saw_palmetto","","","O-6","L3","O-6L3",2024-06-23,0.5
6.8,7.3,5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.5
7.9,8.1,3,"shrub","broadleaf_shrub","Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.199999999999999
8.11,8.35,5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.24
8.4,8.6,4,"shrub","saw_palmetto","","","O-6","L3","O-6L3",2024-06-23,0.199999999999999
8.61,8.8,3,"shrub","broadleaf_shrub","Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.190000000000001
9.8,10.4,3,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.6
10.75,10.95,4,"shrub","saw_palmetto","","","O-6","L3","O-6L3",2024-06-23,0.199999999999999
10.96,11.25,2,"shrub","broadleaf_shrub","Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.289999999999999
11.7,12.35,3,"forb","fern","","","O-6","L3","O-6L3",2024-06-23,0.65
12.45,13.9,3.5,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L3","O-6L3",2024-06-23,1.45
14.2,14.55,4.5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.350000000000001
14.7,14.9,4,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.200000000000001
14.91,15.3,2.5,"shrub","broadleaf_shrub","Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.390000000000001
15.4,15.8,5.5,"shrub","saw_palmetto","","","O-6","L3","O-6L3",2024-06-23,0.4
15.9,16.15,5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.249999999999998
16.4,16.8,3,"shrub","broadleaf_shrub","Vaccinium","","O-6","L3","O-6L3",2024-06-23,0.400000000000002
17,17.35,4,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.350000000000001
17.55,18.15,5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.599999999999998
18.8,19.1,4,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.300000000000001
19.5,19.79,3.5,"shrub","broadleaf_shrub","Illex","","O-6","L3","O-6L3",2024-06-23,0.289999999999999
19.8,20,4,"shrub","saw_palmetto","","","O-6","L3","O-6L3",2024-06-23,0.199999999999999
0.6,1.6,4.5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,1
1.9,2.3,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L2","O-6L2",2024-06-23,0.4
3.1,3.4,4,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.3
3.55,3.75,3,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.2
3.95,4.7,3.5,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L2","O-6L2",2024-06-23,0.75
4.95,5.35,4.5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.399999999999999
5.65,5.95,4,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.3
6.9,7.45,5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.55
7.5,7.9,5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.4
8.5,9.8,4,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia/Aronia","","O-6","L2","O-6L2",2024-06-23,1.3
10.4,11.1,4,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia/Aronia","","O-6","L2","O-6L2",2024-06-23,0.699999999999999
11.35,11.95,4,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.6
12.5,12.9,4,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.4
13.4,13.6,4,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.199999999999999
13.95,14.5,3,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.550000000000001
16.05,16.35,5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.300000000000001
17.85,18.45,5.5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.599999999999998
18.55,18.75,4.5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.199999999999999
18.95,19.2,4.5,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.25
19.3,19.8,6,"shrub","broadleaf_shrub","Illex","","O-6","L2","O-6L2",2024-06-23,0.5
0.5,1,4,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L1","O-6L1",2024-06-23,0.5
1.25,1.45,2,"shrub","broadleaf_shrub","Vaccinium","","O-6","L1","O-6L1",2024-06-23,0.2
1.46,1.9,3.5,"shrub","broadleaf_shrub","Illex","","O-6","L1","O-6L1",2024-06-23,0.44
2.95,3.5,3.5,"shrub","broadleaf_shrub","Illex","","O-6","L1","O-6L1",2024-06-23,0.55
3.7,3.9,3,"shrub","broadleaf_shrub","Illex","","O-6","L1","O-6L1",2024-06-23,0.2
3.4,3.6,4,"shrub","broadleaf_shrub","Illex","","O-6","L1","O-6L1",2024-06-23,0.2
5.3,5.9,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.600000000000001
6.2,7.45,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,1.25
7.8,8.3,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.500000000000001
8.6,9.4,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.800000000000001
10.2,10.5,8,"shrub","saw_palmetto","","","O-6","L1","O-6L1",2024-06-23,0.300000000000001
10.55,11,4,"shrub","broadleaf_shrub","Illex/Vaccinium","","O-6","L1","O-6L1",2024-06-23,0.449999999999999
11.5,12.1,7.5,"shrub","saw_palmetto","","","O-6","L1","O-6L1",2024-06-23,0.6
12.11,12.4,3,"shrub","broadleaf_shrub","Vaccinium","","O-6","L1","O-6L1",2024-06-23,0.290000000000001
12.6,13.2,5.5,"shrub","saw_palmetto","","","O-6","L1","O-6L1",2024-06-23,0.6
13.8,14.05,3,"forb","fern","","","O-6","L1","O-6L1",2024-06-23,0.25
14.15,14.95,7,"shrub","saw_palmetto","","","O-6","L1","O-6L1",2024-06-23,0.799999999999999
15.2,15.55,4,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.350000000000001
15.95,16.65,3.5,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.699999999999999
16.7,17.3,3,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.600000000000001
17.5,17.9,2.5,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.399999999999999
18.1,18.6,2,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,0.5
18.8,19.8,2,"shrub","broadleaf_shrub","Illex/Vaccinium/Gaylussacia","","O-6","L1","O-6L1",2024-06-23,1
0,0.3,3,"forb","forb_other","","","T-19","L4","T-19L4",2024-05-22,0.3
0.7,1.25,1.3,"grass","grass_other","","","T-19","L4","T-19L4",2024-05-22,0.55
1.26,1.6,5,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.34
2.25,2.5,4,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.25
3,3.6,5,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.6
3.8,4.7,6.5,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,0.9
5.05,5.35,5.5,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,0.3
5.36,6.1,4,"grass","grass_other","","","T-19","L4","T-19L4",2024-05-22,0.739999999999999
6.4,6.8,7.5,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,0.399999999999999
9.2,9.5,4,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.300000000000001
9.51,9.75,4,"grass","grass_other","","","T-19","L4","T-19L4",2024-05-22,0.24
10.25,10.55,5.5,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,0.300000000000001
11.05,12.1,6,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,1.05
12.45,12.9,12,"conifer","pine","","","T-19","L4","T-19L4",2024-05-22,0.450000000000001
13.15,13.45,6,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.299999999999999
14.8,15.25,5.5,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.449999999999999
15.3,16.9,8,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,1.6
16.6,18,4.5,"grass","grass_other","","","T-19","L4","T-19L4",2024-05-22,1.4
18.2,18.8,5,"grass","bluestem","","","T-19","L4","T-19L4",2024-05-22,0.600000000000001
18.9,20,6.5,"forb","fern","","","T-19","L4","T-19L4",2024-05-22,1.1
0,1,3,"forb","forb_other","","","T-19","L3","T-19L3",2024-05-22,1
1.3,1.9,5,"grass","bluestem","","","T-19","L3","T-19L3",2024-05-22,0.6
2,2.3,4,"grass","bluestem","","","T-19","L3","T-19L3",2024-05-22,0.3
2.35,2.7,5.5,"grass","grass_other","","","T-19","L3","T-19L3",2024-05-22,0.35
2.9,3.5,6,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.6
4.05,4.3,4,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.25
4.31,4.55,4.5,"grass","bluestem","","","T-19","L3","T-19L3",2024-05-22,0.24
4.56,4.8,5,"grass","grass_other","","","T-19","L3","T-19L3",2024-05-22,0.24
4.9,5.2,6,"shrub","broadleaf_shrub","","","T-19","L3","T-19L3",2024-05-22,0.3
5.65,6.1,9,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.449999999999999
6.45,7.9,6.5,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,1.45
8.3,8.8,4.5,"grass","bluestem","","","T-19","L3","T-19L3",2024-05-22,0.5
9.5,9.9,4,"grass","bluestem","","","T-19","L3","T-19L3",2024-05-22,0.4
10.4,10.8,4.5,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.4
11,12.15,6,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,1.15
12.3,13.2,6.5,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.899999999999999
13.8,14.55,6,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.75
15.2,15.5,5.5,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,0.300000000000001
18.9,20,5.5,"forb","fern","","","T-19","L3","T-19L3",2024-05-22,1.1
0,1,2.5,"forb","forb_other","","","T-19","L2","T-19L2",2024-05-22,1
1.2,1.9,4.5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.7
2,3.2,5.5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,1.2
5.1,5.6,4,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.5
5.61,6.35,4.5,"grass","grass_other","","","T-19","L2","T-19L2",2024-05-22,0.739999999999999
6.5,8.2,3.5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,1.7
8.5,9,5.5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.5
9.01,9.4,4,"forb","forb_other","","","T-19","L2","T-19L2",2024-05-22,0.390000000000001
9.41,10.8,4,"grass","grass_other","","","T-19","L2","T-19L2",2024-05-22,1.39
11.6,12,3,"forb","forb_other","","","T-19","L2","T-19L2",2024-05-22,0.4
12.8,13.2,5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.399999999999999
13.21,13.8,5,"grass","grass_other","","","T-19","L2","T-19L2",2024-05-22,0.59
14.3,14.5,3,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.199999999999999
16.7,16.95,5.5,"grass","grass_other","","","T-19","L2","T-19L2",2024-05-22,0.25
16.96,17.2,5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.239999999999998
17.21,17.45,6.5,"shrub","broadleaf_shrub","Hypericum","","T-19","L2","T-19L2",2024-05-22,0.239999999999998
17.7,18.2,5.5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.5
18.21,18.81,5,"grass","grass_other","","","T-19","L2","T-19L2",2024-05-22,0.599999999999998
18.9,19.6,5,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.700000000000003
19.8,20,3,"grass","bluestem","","","T-19","L2","T-19L2",2024-05-22,0.199999999999999
0,0.6,2,"forb","forb_other","","","T-19","L1","T-19L1",2024-05-22,0.6
0.9,1.3,3.5,"forb","forb_other","","","T-19","L1","T-19L1",2024-05-22,0.4
2.15,2.9,3,"forb","forb_other","","","T-19","L1","T-19L1",2024-05-22,0.75
4.6,4.9,4,"grass","grass_other","","","T-19","L1","T-19L1",2024-05-22,0.300000000000001
5.3,6,10.5,"shrub","broadleaf_shrub","Illex ","glabra","T-19","L1","T-19L1",2024-05-22,0.7
6.01,6.6,5,"grass","grass_other","","","T-19","L1","T-19L1",2024-05-22,0.59
6.61,6.9,5.5,"grass","bluestem","","","T-19","L1","T-19L1",2024-05-22,0.29
6.96,8,13,"conifer","pine","","","T-19","L1","T-19L1",2024-05-22,1.04
8.9,9.2,5,"forb","fern","","","T-19","L1","T-19L1",2024-05-22,0.299999999999999
9.65,10.05,5,"grass","grass_other","","","T-19","L1","T-19L1",2024-05-22,0.4
10.1,10.55,5,"grass","bluestem","","","T-19","L1","T-19L1",2024-05-22,0.450000000000001
10.6,10.8,6,"forb","fern","","","T-19","L1","T-19L1",2024-05-22,0.200000000000001
10.81,11.1,6,"grass","bluestem","","","T-19","L1","T-19L1",2024-05-22,0.289999999999999
11.11,11.5,6,"forb","fern","","","T-19","L1","T-19L1",2024-05-22,0.390000000000001
11.91,12.15,6.5,"forb","fern","","","T-19","L1","T-19L1",2024-05-22,0.24
12.3,12.6,4,"grass","grass_other","","","T-19","L1","T-19L1",2024-05-22,0.299999999999999
12.75,13.3,4.5,"grass","bluestem","","","T-19","L1","T-19L1",2024-05-22,0.550000000000001
13.9,14.8,3.5,"grass","grass_other","","","T-19","L1","T-19L1",2024-05-22,0.9
15.9,16.4,4.5,"grass","bluestem","","","T-19","L1","T-19L1",2024-05-22,0.499999999999998
16.6,18,6,"grass","grass_other","","","T-19","L1","T-19L1",2024-05-22,1.4
19,20,13,"conifer","pine","","","T-19","L1","T-19L1",2024-05-22,1
1.05,1.6,1.55,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.55
3.6,4.2,3,"forb","forb_other","","","M-9","L4","M-9L4",2024-05-21,0.6
5,5.2,6,"shrub","broadleaf_shrub","Rubus","","M-9","L4","M-9L4",2024-05-21,0.2
7.25,7.8,3,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.55
8.3,8.9,5,"shrub","broadleaf_shrub","Rubus","","M-9","L4","M-9L4",2024-05-21,0.6
9.8,10.3,8,"shrub","broadleaf_shrub","Rubus","","M-9","L4","M-9L4",2024-05-21,0.5
10.31,10.55,5.5,"forb","forb_other","","","M-9","L4","M-9L4",2024-05-21,0.24
11.75,12.1,4,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.35
12.55,12.75,3,"forb","forb_other","","","M-9","L4","M-9L4",2024-05-21,0.199999999999999
12.76,13,3.5,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.24
13.7,13.95,4.5,"shrub","broadleaf_shrub","Rubus","","M-9","L4","M-9L4",2024-05-21,0.25
14.7,15.05,5,"shrub","broadleaf_shrub","Rubus","","M-9","L4","M-9L4",2024-05-21,0.350000000000001
15.1,15.4,4.5,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.300000000000001
15.6,15.85,4,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.25
16.5,16.7,3,"forb","forb_other","","","M-9","L4","M-9L4",2024-05-21,0.199999999999999
16.71,17.5,5,"shrub","broadleaf_vine","","","M-9","L4","M-9L4",2024-05-21,0.789999999999999
17.4,17.6,6,"grass","grass_other","","","M-9","L4","M-9L4",2024-05-21,0.200000000000003
17.7,18.4,7,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.699999999999999
18,19.3,4.5,"grass","grass_other","","","M-9","L4","M-9L4",2024-05-21,1.3
19.5,19.9,4.5,"grass","bluestem","","","M-9","L4","M-9L4",2024-05-21,0.399999999999999
0.55,1.45,6,"shrub","broadleaf_vine","","","M-9","L3","M-9L3",2024-05-21,0.9
3.4,4.1,4,"grass","bluestem","","","M-9","L3","M-9L3",2024-05-21,0.7
4.35,4.65,4,"grass","bluestem","","","M-9","L3","M-9L3",2024-05-21,0.300000000000001
5.45,6,5,"grass","bluestem","","","M-9","L3","M-9L3",2024-05-21,0.55
6.3,6.55,3.5,"grass","bluestem","","","M-9","L3","M-9L3",2024-05-21,0.25
6.95,7.2,4.5,"grass","bluestem","","","M-9","L3","M-9L3",2024-05-21,0.25
7.85,8.35,1.5,"grass","grass_other","","","M-9","L3","M-9L3",2024-05-21,0.5
9,9.7,2,"forb","forb_other","","","M-9","L3","M-9L3",2024-05-21,0.699999999999999
10.1,10.55,3,"forb","forb_other","","","M-9","L3","M-9L3",2024-05-21,0.450000000000001
10.56,10.8,3,"grass","bluestem","","","M-9","L3","M-9L3",2024-05-21,0.24
12.05,12.4,1,"grass","grass_other","","","M-9","L3","M-9L3",2024-05-21,0.35
12.55,12.8,6,"grass","grass_other","","","M-9","L3","M-9L3",2024-05-21,0.25
14.2,14.6,1,"grass","grass_other","","","M-9","L3","M-9L3",2024-05-21,0.4
15.4,15.6,1,"grass","grass_other","","","M-9","L3","M-9L3",2024-05-21,0.199999999999999
17.2,17.5,4,"shrub","broadleaf_shrub","Rubus","","M-9","L3","M-9L3",2024-05-21,0.300000000000001
17.75,18.7,4,"shrub","broadleaf_shrub","Rubus","","M-9","L3","M-9L3",2024-05-21,0.949999999999999
18.9,19.2,3,"shrub","broadleaf_shrub","Rubus","","M-9","L3","M-9L3",2024-05-21,0.300000000000001
19.8,20,4,"forb","forb_other","","","M-9","L3","M-9L3",2024-05-21,0.199999999999999
0.45,0.8,3.5,"shrub","broadleaf_vine","","","M-9","L2","M-9L2",2024-05-21,0.35
0.9,1.1,3,"forb","fern","","","M-9","L2","M-9L2",2024-05-21,0.2
1.35,1.6,2,"shrub","broadleaf_shrub","Vacinium","","M-9","L2","M-9L2",2024-05-21,0.25
2.4,2.7,3,"forb","forb_other","","","M-9","L2","M-9L2",2024-05-21,0.3
2.75,3,4.5,"grass","bluestem","","","M-9","L2","M-9L2",2024-05-21,0.25
3.75,3.95,3,"grass","bluestem","","","M-9","L2","M-9L2",2024-05-21,0.2
5.3,5.9,10,"conifer","pine","","","M-9","L2","M-9L2",2024-05-21,0.600000000000001
5.91,6.7,6,"shrub","broadleaf_shrub","Rubus","","M-9","L2","M-9L2",2024-05-21,0.79
6.71,7.05,4,"grass","bluestem","","","M-9","L2","M-9L2",2024-05-21,0.34
10,11.1,4.5,"grass","bluestem","","","M-9","L2","M-9L2",2024-05-21,1.1
11.25,11.6,5,"grass","grass_other","","","M-9","L2","M-9L2",2024-05-21,0.35
12.3,13,6,"grass","grass_other","","","M-9","L2","M-9L2",2024-05-21,0.699999999999999
13.75,14.65,12,"conifer","pine","","","M-9","L2","M-9L2",2024-05-21,0.9
16.2,16.5,3.5,"forb","forb_other","","","M-9","L2","M-9L2",2024-05-21,0.300000000000001
6.51,6.8,3,"shrub","broadleaf_shrub","","","M-9","L2","M-9L2",2024-05-21,0.29
17.15,17.4,2,"shrub","broadleaf_vine","","","M-9","L2","M-9L2",2024-05-21,0.25
17.55,17.75,3,"grass","bluestem","","","M-9","L2","M-9L2",2024-05-21,0.199999999999999
18.05,18.9,4.5,"shrub","broadleaf_vine","","","M-9","L2","M-9L2",2024-05-21,0.849999999999998
19,19.7,3,"forb","forb_other","","","M-9","L2","M-9L2",2024-05-21,0.699999999999999
1.25,1.55,4,"shrub","broadleaf_shrub","Illex","glabra","M-9","L1","M-9L1",2024-05-21,0.3
2.75,3.15,14,"conifer","pine","","","M-9","L1","M-9L1",2024-05-21,0.4
3.4,3.65,3,"forb","fern","","","M-9","L1","M-9L1",2024-05-21,0.25
3.75,4.05,6,"grass","bluestem","","","M-9","L1","M-9L1",2024-05-21,0.3
5,5.3,5,"forb","forb_other","","","M-9","L1","M-9L1",2024-05-21,0.3
5.5,5.75,3.5,"grass","bluestem","","","M-9","L1","M-9L1",2024-05-21,0.25
6.95,7.15,5.5,"shrub","broadleaf_shrub","Rubus","","M-9","L1","M-9L1",2024-05-21,0.2
7.2,7.5,6,"forb","forb_other","","","M-9","L1","M-9L1",2024-05-21,0.3
7.51,8,12,"conifer","pine","","","M-9","L1","M-9L1",2024-05-21,0.49
8.3,9,7.5,"shrub","broadleaf_shrub","Rubus","","M-9","L1","M-9L1",2024-05-21,0.699999999999999
10.45,10.7,5,"shrub","broadleaf_shrub","Rubus","","M-9","L1","M-9L1",2024-05-21,0.25
10.71,11.2,2,"forb","forb_other","","","M-9","L1","M-9L1",2024-05-21,0.489999999999998
12.2,12.6,3,"forb","forb_other","","","M-9","L1","M-9L1",2024-05-21,0.4
13.2,14.25,5,"shrub","broadleaf_shrub","Rubus","","M-9","L1","M-9L1",2024-05-21,1.05
15.05,15.45,3,"grass","bluestem","","","M-9","L1","M-9L1",2024-05-21,0.399999999999999
15.7,16.4,7,"shrub","broadleaf_vine","","","M-9","L1","M-9L1",2024-05-21,0.699999999999999
17.05,17.5,4.5,"shrub","broadleaf_shrub","Rubus","","M-9","L1","M-9L1",2024-05-21,0.449999999999999
17.6,18.2,13,"conifer","pine","","","M-9","L1","M-9L1",2024-05-21,0.599999999999998
18.6,19.4,5,"shrub","broadleaf_shrub","Rubus","","M-9","L1","M-9L1",2024-05-21,0.799999999999997
0.15,0.5,4,"forb","fern","","","M-7","L4","M-7L4",2024-05-21,0.35
1.8,2.4,2,"shrub","broadleaf_shrub","Rubus","","M-7","L4","M-7L4",2024-05-21,0.6
3.5,4.5,3,"shrub","broadleaf_shrub","Vaccinium","","M-7","L4","M-7L4",2024-05-21,1
5,5.2,3,"forb","forb_other","","","M-7","L4","M-7L4",2024-05-21,0.2
6.45,6.9,5.5,"shrub","broadleaf_shrub","Illex","","M-7","L4","M-7L4",2024-05-21,0.45
7.1,7.3,3.5,"grass","bluestem","","","M-7","L4","M-7L4",2024-05-21,0.2
7.5,8.7,7,"shrub","broadleaf_shrub","Illex","","M-7","L4","M-7L4",2024-05-21,1.2
8.8,9.1,5,"forb","forb_other","","","M-7","L4","M-7L4",2024-05-21,0.299999999999999
10.35,10.65,3.5,"grass","bluestem","","","M-7","L4","M-7L4",2024-05-21,0.300000000000001
10.66,11.1,8,"shrub","broadleaf_shrub","Rubus","","M-7","L4","M-7L4",2024-05-21,0.44
11.2,11.6,6.5,"shrub","broadleaf_shrub","Illex","","M-7","L4","M-7L4",2024-05-21,0.4
11.7,12.25,7,"shrub","broadleaf_shrub","Rubus","","M-7","L4","M-7L4",2024-05-21,0.550000000000001
12.5,12.7,5,"shrub","broadleaf_shrub","Rubus","","M-7","L4","M-7L4",2024-05-21,0.199999999999999
13,14.1,12,"shrub","broadleaf_shrub","Illex","","M-7","L4","M-7L4",2024-05-21,1.1
14.15,14.6,7.5,"shrub","broadleaf_shrub","Rubus","","M-7","L4","M-7L4",2024-05-21,0.449999999999999
14.9,15.4,9.5,"shrub","broadleaf_shrub","Illex","","M-7","L4","M-7L4",2024-05-21,0.5
16.2,16.55,5,"shrub","broadleaf_shrub","Illex","","M-7","L4","M-7L4",2024-05-21,0.350000000000001
