sp.codes,how,dist,min,dir,num,site,date,vist,season,sky,wind,noise,time,temp,comment
WEVI,S,1,1,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
AMCR,C,3,2,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
RBWO,C,2,2,E,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
YBCU,C,2,3,E,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
PIWO,C,3,4,W,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
EATO,C,1,6,E,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
BACS,C,2,7,N,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
PASSERINE SP.,C,1,8,E,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
EATO,C,1,8,N,1,R-3,2024-05-01,2,SPRING,0,0,1,8:57,71,
EATO,S,1,0,N,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
WEVI,S,1,0,N,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
COYE,S,1,0,W,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
COYE,S,1,0,N,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
PRAW,S,1,0,W,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
WEVI,S,1,0,W,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
TUTI,S,1,0,E,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
WEVI,S,1,1,E,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
EATO,S,1,1,E,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
RBWO,C,2,2,N,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
PRAW,S,2,3,S,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
INBU,S,1,4,N,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
NOCA,S,2,5,E,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
MODO,S,1,6,N,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
BLJA,C,1,6,S,1,R-13,2024-04-25,1,SPRING,0,0,0,9:33,68,
INBU,S,1,0,N,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
INBU,S,1,0,W,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
PRAW,S,2,0,W,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
CARW,S,2,0,N,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
EATO,C,1,0,N,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
NOCA,S,1,0,E,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
WEVI,S,1,0,E,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
RBWO,C,3,0,E,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
EATO,C,1,0,W,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
AMCR,C,3,1,S,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
BGGN,C,1,1,S,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
PRAW,S,1,2,N,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
WEVI,S,1,2,S,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
PIWO,C,3,3,E,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
CROW SP.,X,1,4,S,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
COGR,C,1,5,W,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
RHWO,C,2,6,W,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
CHSW,C,2,6,N,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
BADO,S,3,7,S,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
BADO,S,3,7,S,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
YBCU,C,3,8,E,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
YTWA,S,2,8,E,1,R-13,2024-04-30,2,SPRING,2,0,0,6:53,62,
CARW,S,2,0,E,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
BLGR,S,1,0,W,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
BACS,S,1,0,S,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
EATO,C,1,0,S,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
EATO,C,1,0,S,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
INBU,S,2,0,S,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
PRAW,S,2,0,E,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
NOCA,S,2,1,W,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
RBWO,C,2,1,N,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
YBCU,C,2,1,W,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
WEVI,S,2,2,W,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
FICR,C,3,3,W,2,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
PIWO,C,2,4,N,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
TUTI,S,2,4,N,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
COGR,C,2,4,N,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
SUTA,S,2,6,W,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
GCFL,C,3,9,W,1,R-12,2024-04-25,1,SPRING,1,0,0,8:59,64,
BACS,S,0,0,S,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
INBU,S,0,0,E,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
BLGR,S,1,0,E,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
NOCA,S,1,0,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
RBWO,C,2,0,E,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
BACS,S,2,0,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
GCFL,C,2,1,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
PRAW,S,2,1,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
EATO,C,2,1,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
COYE,S,1,1,S,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
NOMO,S,2,2,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
WEVI,S,2,3,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
PRAW,S,1,3,W,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
CARW,S,1,4,E,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
CGDO,S,2,5,N,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
RBWO,C,2,6,S,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
BLJA,C,2,7,S,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
PIWA,C,3,9,S,1,R-12,2024-04-30,2,SPRING,1,0,0,7:19,63,
COYE,S,1,0,N,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
COYE,S,2,0,E,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
PRAW,S,2,0,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
PRAW,S,2,0,E,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
RSHA,C,2,0,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
CARW,S,2,0,E,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
AMCR,C,2,0,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
BLGR,S,2,0,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
GCFL,C,1,0,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
GRCA,C,1,1,E,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
TUTI,C,2,1,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
RBWO,C,2,1,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
RSHA,C,2,1,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
CARW,S,2,2,E,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
WEVI,S,2,2,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
TUTI,S,1,3,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
PRAW,X,0,3,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
EATO,C,1,4,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
PRAW,X,0,4,S,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
NOCA,S,2,6,N,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
YBCH,C,1,7,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
WEVI,X,0,8,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
SUTA,S,2,8,E,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
YBCU,C,2,8,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
INBU,S,2,9,W,1,R-11,2024-04-25,1,SPRING,1,0,0,8:20,61,
EATO,C,1,0,N,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
EATO,C,1,0,N,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
TUTI,S,1,0,W,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
WEVI,S,1,0,E,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
PRAW,S,1,0,W,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
COYE,S,1,0,N,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
RSHA,C,2,0,W,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
NOCA,S,1,0,S,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
RBWO,C,2,1,E,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
BLJA,C,2,1,W,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
CACH,C,1,1,E,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
SUTA,S,2,2,N,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
RBWO,C,2,2,N,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
CACH,C,0,3,S,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
YBCU,C,2,4,E,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
PRAW,S,1,5,S,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
COYE,X,0,6,W,2,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
BAWW,X,0,8,W,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
RHWO,C,2,8,W,1,R-11,2024-04-30,2,SPRING,1,0,0,7:53,65,
NOCA,S,1,0,W,1,R-10,2025-04-25,1,SPRING,2,0,0,7:56,59,
PIWO,C,3,0,W,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
WEVI,S,1,0,W,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
RBWO,C,2,0,W,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
EATO,S,1,0,E,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
INBU,S,1,0,N,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
YTVI,S,2,0,N,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
GCFL,C,1,0,E,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
DOWO,C,1,0,W,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
NOPA,S,2,0,S,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
BLJA,C,2,0,N,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
AMCR,C,3,1,S,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
NOCA,S,2,2,S,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
YBCU,C,2,2,S,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
CARW,S,2,3,E,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
CACH,C,1,4,N,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
REVI,S,2,6,W,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
RBWO,C,1,7,S,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
GCFL,C,1,8,E,1,R-10,2024-04-25,1,SPRING,2,0,0,7:56,59,
INBU,S,1,0,E,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
INBU,S,0,0,W,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
INBU,S,1,0,N,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
RBWO,C,2,0,N,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
RBWO,C,2,0,S,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
GCFL,C,1,0,W,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
EATO,S,1,0,E,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
REVI,S,1,0,N,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
WEVI,S,1,1,N,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
AMCR,C,3,1,W,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
EATO,C,0,1,N,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
PRAW,S,0,1,N,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
PIWO,C,2,1,W,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
WEVI,S,1,2,S,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
NOCA,S,2,3,W,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
NOCA,X,1,5,W,1,R-10,2024-05-01,2,SPRING,1,0,0,8:15,68,
EATO,S,1,0,N,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
INBU,S,1,0,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
INBU,S,1,0,N,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
NOCA,S,1,0,E,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
SUTA,S,2,0,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
EATO,S,2,0,S,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
PRAW,S,1,0,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
AMCR,C,3,0,W,2,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
RBWO,C,2,0,E,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
GCFL,C,1,1,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
COYE,S,1,2,S,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
RSHA,C,3,2,E,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
NOPA,S,2,3,S,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
INBU,S,2,6,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
FICR,C,1,6,S,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
PUMA,C,2,6,N,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
CARW,S,2,7,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
FICR,C,2,7,W,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
CARW,S,2,7,S,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
EATO,C,0,8,N,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
WEVI,S,1,9,S,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
NOCA,S,1,9,E,1,R-9,2024-04-25,1,SPRING,2,0,1,7:21,58,
INBU,S,1,0,N,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
CARW,S,2,0,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
EATO,S,1,0,E,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
EATO,C,1,0,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
SUTA,S,1,0,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
PIWO,C,2,0,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
PRAW,S,1,1,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
COYE,S,1,1,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
RBWO,C,2,1,N,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
PRAW,S,0,1,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
SUTA,C,0,1,N,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
SUTA,S,1,1,N,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
AMCR,C,2,2,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
WEVI,S,1,2,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
WEVI,S,1,2,N,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
NOCA,S,2,2,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
GCFL,C,2,3,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
BLJA,C,2,4,E,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
HOWA,S,2,5,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
REVI,S,2,8,W,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
TUTI,S,2,5,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
PIWA,S,3,8,S,1,R-9,2024-05-01,2,SPRING,1,0,0,7:55,67,
RHWO,C,2,0,E,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
HOWA,S,1,0,W,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
WEVI,S,1,0,E,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
EATO,C,1,0,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
BACS,S,2,0,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
EATO,C,1,0,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
WEVI,S,1,0,W,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
NOPA,S,2,0,E,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
CACH,C,1,1,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
NOCA,S,1,1,S,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
EATO,C,0,1,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
EATO,S,1,2,S,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
GRCA,C,2,2,W,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
YBCU,C,2,2,E,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
CARW,S,2,3,W,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
GCFL,C,2,4,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
RBWO,C,2,5,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
EATO,X,0,5,E,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
BARS,X,0,6,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
AMCR,C,2,6,S,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
CARW,S,2,6,S,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
BLJA,C,2,7,W,2,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
BAWW,S,1,8,E,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
RBWO,C,2,9,N,1,R-2,2024-04-24,1,SPRING,0,0,1,8:02,50,
HOWA,S,1,0,W,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
WEVI,S,0,0,E,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
INBU,S,1,0,E,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
BLGR,S,1,0,E,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
NOCA,S,2,0,S,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
PRAW,S,2,0,W,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
EATO,S,2,1,W,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
CARW,S,2,1,W,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
PRAW,S,1,1,N,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
NOPA,S,2,1,W,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
SUTA,C,1,2,S,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
COYE,S,1,3,N,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
COYE,S,1,4,W,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
TUVU,X,3,7,N,1,R-2,2024-05-01,2,SPRING,0,1,1,9:27,73,
EATO,C,1,0,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
COYE,S,1,0,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
HOWR,S,1,0,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
PRAW,S,1,0,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
CARW,S,2,0,W,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
PRAW,S,1,0,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
BRTH,S,2,0,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
CARW,S,2,0,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
COYE,S,1,1,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
EATO,S,1,0,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
WEVI,S,0,2,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
PIWA,S,1,2,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
PIWA,S,2,2,W,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
BLJA,C,2,3,E,2,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
MODO,S,2,3,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
EATO,C,0,4,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
NOCA,S,1,5,W,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
HOWR,S,1,5,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
SUTA,S,2,5,E,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
BLGR,S,2,6,N,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
GCFL,C,2,6,W,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
GRCA,C,1,7,S,1,R-1,2024-04-24,1,SPRING,0,0,1,7:20,50,
WEVI,S,0,0,N,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
INBU,S,1,0,N,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
PRAW,S,0,0,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
PRAW,S,2,0,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
SUTA,S,2,0,E,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
NOCA,S,2,0,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
EATO,S,1,0,N,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
EATO,C,2,1,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
CARW,S,3,1,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
TUVU,X,3,2,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
TUVU,X,3,2,S,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
REVI,S,2,2,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
GCFL,C,1,3,S,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
EATO,C,1,3,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
WEVI,S,1,5,W,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
COYE,C,1,8,N,1,R-1,2024-05-30,2,SPRING,0,1,1,10:09,76,
CARW,S,1,0,N,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
EATO,S,1,0,W,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
COYE,S,1,0,W,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
AMCR,C,2,0,E,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
CARW,S,1,0,W,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
EATO,S,1,1,W,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
AMCR,C,2,1,S,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
NOCA,S,2,2,N,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
WEVI,S,1,3,N,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
COYE,S,1,3,W,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
HOWA,S,2,4,S,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
GCFL,C,1,5,E,1,T-9,2024-04-26,1,SPRING,0,0,0,8:37,66,
COYE,S,0,0,E,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
CARW,S,1,0,N,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
EATO,S,1,0,E,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
RBWO,C,1,0,N,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
NOCA,S,1,0,S,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
WEVI,S,1,0,S,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
CARW,S,2,1,N,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
AMCR,C,3,9,N,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
GCFL,C,2,9,W,1,T-9,2024-05-02,2,SPRING,0,0,1,8:31,68,
TUTI,S,2,0,N,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
EATO,C,2,0,N,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
COYE,S,1,0,E,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
GCFL,C,2,0,S,1,T-4,2024-04-26,1,SPRING,0,1,1,9:12,70,
