sp_code,how,dist,min,count,dir,sex,e_dist,e_time,visit,date,start_time,obs,site,temp,noise,sky,wind,lat,long,comments,aru,site_number,average_shrubs,average_robel
EATO,S,3,1,1,NE,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
FICR,C,3,2,1,NW,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
MODO,S,3,2,1,W,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
CARW,S,3,4,1,W,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
WEVI,S,3,5,1,W,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
CARW,S,3,7,1,S,,187,6:15:24,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
FICR,X,3,8,1,S,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
WEVI,S,3,9,1,NW,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
NOCA,S,3,9,1,NE,,,,3,6/1/23,6:07 AM,MN,T-4,68,0,2,1,31.076095,-81.966825,,SMA10429,27,1.75,5.96875
WEVI,S,3,0,1,NW,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,3,0,1,W,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
RSHA,C,3,0,1,N,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CONI,C,3,0,1,SE,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
BGGN,C,3,0,1,W,,220,6:47:50,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
PIWA,S,3,0,1,W,,220,6:48:10,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
GCFL,C,3,1,1,W,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,3,2,1,E,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
MODO,S,3,2,1,NW,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CONI,C,3,2,1,E,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,3,3,1,SE,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
EATO,S,3,4,1,SE,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,3,4,1,W,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
RBWO,C,3,4,1,E,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,3,6,1,NE,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
WEVI,S,3,7,1,N,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
RSHA,C,3,8,1,W,,,,3,6/1/23,6:42 AM,MN,T-3,68,2,2,0,31.07389,-81.968892,,SMA10465,26,2.25,10.84375
CARW,S,3,0,1,E,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
EATO,S,3,0,1,E,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
COYE,S,3,0,1,W,,250,7:39:43,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
AMCR,C,3,0,1,E,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,3,0,1,E,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
GCFL,C,3,0,1,W,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
YBCU,S,3,0,1,SE,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,3,1,1,NW,,266,7:38:30,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
RSHA,C,3,1,1,W,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
CARW,S,3,5,1,SE,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
EATO,S,3,5,1,NE,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
RBWO,C,3,6,1,N,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
EATO,C,3,7,1,NW,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
WEVI,S,3,7,1,W,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
EATO,S,3,7,1,W,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
BLGR,S,3,7,1,S,,300,7:44:50,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
NOCA,S,3,9,1,NW,,,,3,6/1/23,7:34 AM,MN,T-1,69,1,2,2,31.070792,-81.968973,,SMA10428,13,2,7.40625
AMCR,C,3,0,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
EATO,S,3,0,1,E,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
INBU,S,3,0,1,E,,200,8:06:15,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
RSHA,C,3,0,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
CARW,S,3,0,1,E,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
NOCA,S,3,0,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
CARW,S,3,0,1,NW,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
BLGR,S,3,1,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
CARW,S,3,1,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
BLJA,C,3,2,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
RBWO,C,3,2,1,N,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
GCFL,C,3,2,1,NW,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
WEVI,S,3,2,1,NW,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
CARW,S,3,4,1,NE,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
CARW,S,3,5,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
NOCA,S,3,6,1,NW,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
EATO,S,3,7,1,E,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
WEVI,S,3,7,1,S,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
COYE,S,3,8,1,W,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
PIWA,S,3,9,1,SW,,,,3,6/1/23,8:03 AM,MN,T-2,70,1,2,2,31.067676,-81.968576,,SMA10425,22,1.25,11.59375
COYE,S,2,0,1,E,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
CARW,S,3,0,1,NE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
EATO,S,2,0,1,E,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
BLGR,S,2,0,1,SE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
PIWA,S,3,0,1,NE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
BACS,S,2,0,1,NE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
GCFL,C,1,0,1,E,,30,8:39:28,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
WEVI,S,3,1,1,W,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
NOCA,C,2,1,1,E,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
NOBO,S,2,3,1,E,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
WEVI,S,3,5,1,SE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
RBWO,C,3,5,1,W,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
EATO,C,3,6,1,NW,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
NOCA,S,3,6,1,NE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
PIWA,S,3,6,1,SW,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
YBCU,S,3,7,1,SE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
CARW,S,3,7,1,NW,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
EATO,C,3,9,1,SE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
COYE,S,3,9,1,SE,,,,3,6/1/23,8:39 AM,MN,T-21,71,0,2,1,31.062797,-81.967272,,SMA10422,24,3.25,12.5
CARW,S,3,0,1,SE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
PIWA,S,3,0,1,E,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
EATO,S,3,0,1,SE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
EATO,S,3,1,1,NW,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
CARW,S,3,1,1,NE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
WEVI,S,3,1,1,NW,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
EATO,S,2,2,1,E,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
CARW,S,3,3,1,NW,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
COGR,C,2,3,2,S,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
BLJA,C,3,3,1,SE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
COGR,S,3,5,1,SE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
EATO,S,2,5,1,N,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
WEVI,S,2,5,1,NE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
RBWO,C,3,7,1,SE,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
GCFL,C,3,7,1,E,,,,3,6/1/23,9:30 AM,MN,T-9,72,0,2,1,31.089463,-81.951373,,SMA10415,30,1,7.46875
EATO,S,0,0,1,E,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
GCFL,C,1,0,1,E,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
AMCR,C,3,0,1,SE,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
AMCR,C,3,0,1,W,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
EATO,S,3,1,1,W,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
CARW,S,3,1,1,SE,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
AMCR,C,2,1,1,SE,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
RBWO,C,3,3,1,NE,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
PIWA,S,3,5,1,NE,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
DOWO,C,2,5,1,E,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
RSHA,C,3,5,1,E,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
CARW,S,2,6,1,E,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
NOCA,C,2,7,1,E,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
CARW,S,3,7,1,N,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
WEVI,S,2,8,1,NE,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
WEVI,S,3,9,1,NW,,,,3,6/1/23,9:55 AM,MN,T-11,72,1,2,2,31.08807,-81.948432,,SMA10470,15,0.5,12.125
CARW,S,2,0,1,NW,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
AMCR,C,3,0,1,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CARW,S,3,0,1,NW,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CARW,S,3,0,1,NE,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
EATO,S,3,0,1,NE,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
BGGN,C,2,0,1,NE,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
NOCA,C,2,1,1,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CWWI,S,3,2,1,NE,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CWWI,S,3,2,1,W,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
NOCA,S,3,3,1,W,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
AMCR,C,3,4,2,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
EATO,S,2,5,1,S,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
MODO,S,3,6,1,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
EATO,S,3,6,1,NW,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
CWWI,S,3,8,1,SE,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
NOPA,S,3,8,1,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
REVI,S,3,9,1,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
FICR,C,3,9,1,E,,,,3,6/2/23,6:10 AM,MN,T-12,63,1,0,0,31.08021,-81.951135,,SMA10461,16,1.5,10.09375
AMCR,C,3,0,1,E,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
BACS,C,0,0,1,W,,20,7:38:00,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
BACS,C,0,0,1,NE,,25,7:37:30,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
CARW,S,3,0,1,NW,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
EATO,S,3,0,1,E,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
AMCR,C,3,1,1,N,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
EATO,S,1,1,1,NE,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
EATO,S,3,2,1,W,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
CARW,S,3,3,1,NE,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
MODO,S,3,3,1,W,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
CARW,S,3,3,1,SW,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
WITU,C,2,5,1,NE,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
WEVI,S,2,5,1,E,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
CARW,S,2,5,1,S,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
COYE,S,2,6,1,SW,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
NOCA,S,3,9,1,SW,,,,3,6/2/23,7:33 AM,MN,T-6,66,2,0,0,31.084187,-81.965491,,SMA10395,28,2.75,10.46875
WEVI,S,2,0,1,E,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
GCFL,C,2,0,1,W,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
EATO,C,1,0,1,W,,25,8:09:50,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
RSHA,C,3,0,1,NE,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
EATO,S,3,1,1,NE,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
NOCA,S,2,1,1,NE,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
COYE,S,2,1,1,W,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
PIWA,S,3,1,1,SE,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
RBWO,C,3,2,1,NE,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
CARW,S,3,3,1,NW,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
AMCR,C,3,3,1,NE,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
EATO,S,3,5,1,N,,,,3,6/2/23,8:00 AM,MN,T-10,68,1,0,0,31.087088,-81.953231,,SMA10468,14,1.25,9.59375
BACS,S,1,0,1,E,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
PIWA,S,3,0,1,NE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
CARW,S,3,0,1,NE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
BLJA,C,3,1,2,NE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
NOCA,S,2,1,1,N,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
EATO,S,3,1,1,SE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
MODO,S,3,1,1,W,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
WEVI,S,2,1,1,NW,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
RBWO,C,3,2,1,S,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
NOCA,S,2,2,1,SE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
CARW,S,3,3,1,E,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
CARW,S,3,3,1,NW,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
CARW,S,3,4,1,SE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
EATO,C,2,6,1,NE,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
WEVI,S,3,7,1,SW,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
PIWA,S,3,8,1,S,,,,3,6/2/23,8:38 AM,MN,M-1,71,1,0,1,31.03903,-81.960807,,SMA10463,1,1.75,8.6875
WEVI,S,2,0,1,NW,,,,3,6/2/23,9:01 AM,MN,M-6,73,0,0,1,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
CARW,S,3,0,1,NE,,,,3,6/2/23,9:01 AM,MN,M-6,73,0,0,1,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
NOBO,S,3,0,1,E,,,,3,6/2/23,9:01 AM,MN,M-6,73,0,0,1,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
COYE,S,3,0,1,W,,,,3,6/2/23,9:01 AM,MN,M-6,73,0,0,1,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
RBWO,C,3,1,1,NW,,,,3,6/2/23,9:01 AM,MN,M-6,73,0,0,1,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
CARW,S,3,1,1,NW,,,,3,6/2/23,9:01 AM,MN,M-6,73,0,0,1,31.024686,-81.969432,,SMA10464,9,0.75,7.9375
