start,end,height,cover_type,cover_type_sub,genus,species,site,line,site_line,date
15.50,15.95,7.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
15.96,16.50,4.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
16.80,17.40,6.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
17.60,17.90,4.00,forb,forb_other,,,M-6,L2,M-6L2,2024-06-01
18.15,18.40,6.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
18.80,20.00,4.00,grass,grass_other,,,M-6,L2,M-6L2,2024-06-01
0.00,1.10,4.00,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
1.55,1.80,5.00,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
2.20,3.60,4.00,forb/grass,forb_other/grass_other,rhexia/juncus,,M-6,L1,M-6L1,2024-06-01
3.80,4.40,6.00,grass,grass_other,,,M-6,L1,M-6L1,2024-06-01
7.80,8.20,6.00,conifer,pine,,,M-6,L1,M-6L1,2024-06-01
8.70,8.90,5.00,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
10.90,13.40,4.50,forb/grass,forb_other,,,M-6,L1,M-6L1,2024-06-01
13.70,14.25,3.50,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
16.30,16.50,3.50,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
16.90,17.25,2.50,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
18.15,18.50,3.00,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
18.85,19.10,5.00,forb,forb_other,,,M-6,L1,M-6L1,2024-06-01
0.50,2.30,20.00,shrub,broadleaf_shrub,Rubus,,M-12,L4,M-12L4,2024-06-16
2.31,5.20,8.50,shrub,broadleaf_shrub,Rubus,,M-12,L4,M-12L4,2024-06-16
5.21,5.60,5.00,grass,non_native,,,M-12,L4,M-12L4,2024-06-16
5.65,7.30,9.50,shrub,broadleaf_shrub,Rubus,,M-12,L4,M-12L4,2024-06-16
7.31,7.80,11.00,forb,forb_other,,,M-12,L4,M-12L4,2024-06-16
7.81,10.00,16.00,shrub,broadleaf_shrub,Rubus,,M-12,L4,M-12L4,2024-06-16
0.30,0.60,6.50,grass,non-native,,,M-12,L3,M-12L3,2024-06-16
1.10,6.20,11.05,shrub,broadleaf_shrub,Rubus,,M-12,L3,M-12L3,2024-06-16
6.30,7.00,6.00,grass,non-native,,,M-12,L3,M-12L3,2024-06-16
7.01,7.70,9.00,shrub,broadleaf_shrub,Rubus,,M-12,L3,M-12L3,2024-06-16
7.71,7.90,6.50,shrub,broadleaf_shrub,Bacchis,,M-12,L3,M-12L3,2024-06-16
8.00,8.30,10.00,shrub,broadleaf_shrub,Bachis,,M-12,L3,M-12L3,2024-06-16
8.31,8.60,13.00,shrub,broadleaf_shrub,Rubus,,M-12,L3,M-12L3,2024-06-16
8.61,8.99,5.00,grass,non-native,,,M-12,L3,M-12L3,2024-06-16
9.00,10.00,17.00,shrub,broadleaf_shrub,Morella,,M-12,L3,M-12L3,2024-06-16
0.00,1.00,4.00,grass,non_native,,,M-12,L2,M-12L2,2024-06-16
1.10,3.10,20.00,shrub,broadleaf_shrub,Morella/Rubus,,M-12,L2,M-12L2,2024-06-16
3.11,3.90,9.00,shrub,broadleaf_shrub,Rubus,,M-12,L2,M-12L2,2024-06-16
4.30,5.30,20.00,shrub,broadleaf_shrub,Morella,,M-12,L2,M-12L2,2024-06-16
5.35,5.80,6.00,grass,non_native,,,M-12,L2,M-12L2,2024-06-16
6.00,6.80,20.00,shrub,broadleaf_shrub,Rubus,,M-12,L2,M-12L2,2024-06-16
7.00,8.50,20.00,shrub,broadleaf_shrub,Morella,,M-12,L2,M-12L2,2024-06-16
8.51,10.00,4.00,grass,non_native,,,M-12,L2,M-12L2,2024-06-16
0.70,1.50,3.50,grass,non_native,Paspalum ,,M-12,L1,M-12L1,2024-06-16
1.51,1.90,5.00,shrub,broadleaf_shrub,Rubus,,M-12,L1,M-12L1,2024-06-16
2.00,2.70,10.00,shrub,broadleaf_shrub,Rubus,,M-12,L1,M-12L1,2024-06-16
2.80,3.70,20.00,conifer,pine,,,M-12,L1,M-12L1,2024-06-16
3.90,5.70,16.00,shrub,broadleaf_shrub,Rubus,,M-12,L1,M-12L1,2024-06-16
5.75,10.00,20.00,shrub,broadleaf_shrub,Morella,,M-12,L1,M-12L1,2024-06-16
0.30,3.00,4.00,forb,forb_other,,,M-10,L4,M-10L4,2024-04-16
3.30,3.70,3.00,forb,forb_other,,,M-10,L4,M-10L4,2024-04-16
3.71,4.30,5.00,grass,bluestem,,,M-10,L4,M-10L4,2024-04-16
5.00,5.25,2.00,forb,forb_other,,,M-10,L4,M-10L4,2024-04-16
5.35,5.65,5.00,grass,bluestem,,,M-10,L4,M-10L4,2024-04-16
6.35,7.90,3.00,forb,forb_other,,,M-10,L4,M-10L4,2024-04-16
9.60,11.70,5.00,forb,forb_other,,,M-10,L4,M-10L4,2024-04-16
12.50,20.00,7.00,grass,grass_other,,,M-10,L4,M-10L4,2024-04-16
0.30,0.60,4.00,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
0.95,1.60,13.00,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
1.61,2.70,7.00,grass,grass_other,,,M-10,L3,M-10L3,2024-04-16
2.71,3.00,5.50,grass,bluestem,,,M-10,L3,M-10L3,2024-04-16
3.20,4.10,5.00,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
4.11,4.45,5.00,grass,grass_other,,,M-10,L3,M-10L3,2024-04-16
4.70,5.10,4.50,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
5.45,7.20,5.00,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
7.50,8.35,6.00,grass,grass_other,,,M-10,L3,M-10L3,2024-04-16
8.75,9.15,7.00,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
9.30,16.90,8.00,grass,grass_other,,,M-10,L3,M-10L3,2024-04-16
17.00,17.30,7.50,forb,forb_other,,,M-10,L3,M-10L3,2024-04-16
17.80,18.55,7.00,grass,grass_other,,,M-10,L3,M-10L3,2024-04-16
18.65,19.40,8.00,shrub,broadleaf_shrub,Rubus,,M-10,L3,M-10L3,2024-04-16
19.41,19.80,6.00,grass,grass_other,,,M-10,L3,M-10L3,2024-04-16
1.00,1.70,7.00,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
1.71,3.00,6.00,grass,grass_other,,,M-10,L2,M-10L2,2024-04-16
3.10,3.50,9.00,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
3.55,4.00,7.00,grass,bluestem,,,M-10,L2,M-10L2,2024-04-16
4.01,4.30,2.00,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
4.31,4.80,4.00,grass,bluestem,,,M-10,L2,M-10L2,2024-04-16
4.81,6.20,4.00,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
7.25,8.10,18.00,conifer,pine,,,M-10,L2,M-10L2,2024-04-16
8.30,8.70,6.00,grass,grass_other,,,M-10,L2,M-10L2,2024-04-16
8.95,10.29,1.50,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
10.30,10.60,5.00,grass,bluestem,,,M-10,L2,M-10L2,2024-04-16
11.60,12.50,6.00,grass,bluestem,,,M-10,L2,M-10L2,2024-04-16
12.51,13.70,15.00,conifer,pine,,,M-10,L2,M-10L2,2024-04-16
13.71,14.40,6.00,grass,bluestem,,,M-10,L2,M-10L2,2024-04-16
14.50,16.90,1.00,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
16.91,17.35,4.00,grass,bluestem,,,M-10,L2,M-10L2,2024-04-16
17.36,17.70,1.50,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
19.00,19.50,5.00,grass,grass_other,,,M-10,L2,M-10L2,2024-04-16
19.70,20.00,4.00,forb,forb_other,,,M-10,L2,M-10L2,2024-04-16
2.70,3.70,6.00,grass,bluestem,,,M-10,L1,M-10L1,2024-04-16
3.80,4.50,2.00,forb,forb_other,,,M-10,L1,M-10L1,2024-04-16
6.10,7.05,5.00,forb,forb_other,,,M-10,L1,M-10L1,2024-04-16
7.10,7.40,6.00,grass,bluestem,,,M-10,L1,M-10L1,2024-04-16
7.41,8.40,4.50,forb,forb_other,,,M-10,L1,M-10L1,2024-04-16
10.90,11.30,5.50,grass,bluestem,,,M-10,L1,M-10L1,2024-04-16
11.80,13.70,4.50,grass,grass_other,,,M-10,L1,M-10L1,2024-04-16
15.80,16.10,4.00,grass,grass_other,,,M-10,L1,M-10L1,2024-04-16
13.71,14.10,11.00,forb,forb_other,,,M-10,L1,M-10L1,2024-04-16
14.11,15.40,4.50,grass,grass_other,,,M-10,L1,M-10L1,2024-04-16
16.30,16.60,5.00,grass,bluestem,,,M-10,L1,M-10L1,2024-04-16
16.80,17.70,0.50,forb,forb_other,,,M-10,L1,M-10L1,2024-04-16
18.40,19.00,7.00,grass,bluestem,,,M-10,L1,M-10L1,2024-04-16
19.45,20.00,5.50,grass,bluestem,,,M-10,L1,M-10L1,2024-04-16
1.30,2.10,6.00,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
2.90,3.10,2.00,forb,forb_other,,,T-4,L4,T-4L4,2024-06-07
3.11,3.60,4.00,shrub,broadleaf_shrub,Illex,,T-4,L4,T-4L4,2024-06-07
3.61,4.00,6.00,grass,bluestem,,,T-4,L4,T-4L4,2024-06-07
4.05,5.25,8.00,shrub,broadleaf_shrub,Illex,,T-4,L4,T-4L4,2024-06-07
5.30,5.90,5.50,shrub,broadleaf_shrub,Illex,,T-4,L4,T-4L4,2024-06-07
7.15,8.00,8.50,shrub,broadleaf_shrub,Illex/Rubus,,T-4,L4,T-4L4,2024-06-07
8.01,9.10,11.00,shrub,broadleaf_shrub,Hypericum,,T-4,L4,T-4L4,2024-06-07
9.60,10.60,6.00,grass,bluestem,,,T-4,L4,T-4L4,2024-06-07
10.61,10.90,6.50,shrub,broadleaf_shrub,Illex,,T-4,L4,T-4L4,2024-06-07
11.00,12.00,9.00,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
12.01,12.21,5.00,grass,grass_other,,,T-4,L4,T-4L4,2024-06-07
12.25,12.50,6.00,grass,bluestem,,,T-4,L4,T-4L4,2024-06-07
12.55,12.80,5.50,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
12.85,13.05,5.00,grass,bluestem,,,T-4,L4,T-4L4,2024-06-07
14.10,15.50,9.00,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
15.51,15.85,5.00,grass,grass_other,,,T-4,L4,T-4L4,2024-06-07
16.40,17.20,5.00,grass,bluestem,,,T-4,L4,T-4L4,2024-06-07
17.30,17.90,6.00,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
17.91,18.30,6.00,grass,bluestem,,,T-4,L4,T-4L4,2024-06-07
18.31,18.80,7.00,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
18.81,19.10,7.00,grass,grass_other,,,T-4,L4,T-4L4,2024-06-07
19.40,20.00,7.00,shrub,broadleaf_shrub,Rubus,,T-4,L4,T-4L4,2024-06-07
0.90,1.30,4.50,grass,bluestem,,,T-4,L3,T-4L3,2024-06-07
1.90,2.40,4.00,shrub,broadleaf_shrub,Rubus,,T-4,L3,T-4L3,2024-06-07
2.65,3.10,3.50,shrub,broadleaf_shrub,Rubus,,T-4,L3,T-4L3,2024-06-07
3.35,4.30,9.00,shrub,broadleaf_shrub,Rubus ,,T-4,L3,T-4L3,2024-06-07
4.31,4.80,5.00,grass,bluestem,,,T-4,L3,T-4L3,2024-06-07
5.00,5.65,8.00,shrub,broadleaf_shrub,Rubus,,T-4,L3,T-4L3,2024-06-07
6.15,7.50,7.00,grass,bluestem,,,T-4,L3,T-4L3,2024-06-07
7.75,8.30,6.00,shrub,broadleaf_shrub,Rubus,,T-4,L3,T-4L3,2024-06-07
8.40,9.40,15.00,shrub,broadleaf_shrub,Illex,,T-4,L3,T-4L3,2024-06-07
9.41,12.60,7.00,shrub,broadleaf_shrub,Rubus,,T-4,L3,T-4L3,2024-06-07
12.61,14.50,5.50,grass,bluestem,,,T-4,L3,T-4L3,2024-06-07
14.51,15.70,2.50,grass,grass_other,,,T-4,L3,T-4L3,2024-06-07
16.05,16.60,3.00,grass,grass_other,,,T-4,L3,T-4L3,2024-06-07
17.00,17.40,6.00,grass,bluestem,,,T-4,L3,T-4L3,2024-06-07
18.60,19.10,5.00,grass,grass_other,,,T-4,L3,T-4L3,2024-06-07
19.20,20.00,5.00,grass,grass_other,,,T-4,L3,T-4L3,2024-06-07
0.30,1.30,8.50,shrub,broadleaf_shrub,Rubus,,T-4,L2,T-4L2,2024-06-07
1.31,4.00,5.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
4.30,4.75,5.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
4.76,5.15,8.00,shrub,broadleaf_shrub,Hypericum,,T-4,L2,T-4L2,2024-06-07
5.40,5.80,6.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
7.30,8.30,4.50,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
9.15,9.45,4.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
10.00,10.40,14.00,conifer,pine,,,T-4,L2,T-4L2,2024-06-07
10.41,10.80,7.00,shrub,broadleaf_shrub,Rubus,,T-4,L2,T-4L2,2024-06-07
10.81,11.20,4.50,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
11.21,11.85,5.50,shrub,broadleaf_shrub,Rubus,,T-4,L2,T-4L2,2024-06-07
11.86,12.40,5.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
12.41,12.60,4.00,shrub,broadleaf_shrub,Rubus,,T-4,L2,T-4L2,2024-06-07
12.80,13.40,4.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
13.41,14.35,3.50,grass,grass_other,,,T-4,L2,T-4L2,2024-06-07
14.40,15.30,4.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
15.31,16.00,4.00,grass,grass_other,,,T-4,L2,T-4L2,2024-06-07
16.50,16.90,2.00,forb,forb_other,,,T-4,L2,T-4L2,2024-06-07
16.91,17.25,4.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
17.40,19.40,6.00,grass,bluestem,,,T-4,L2,T-4L2,2024-06-07
0.00,1.35,10.00,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
1.36,2.20,3.00,grass,bluestem,,,T-4,L1,T-4L1,2024-06-07
2.25,3.00,2.50,shrub,broadleaf_vine,Muscadina,,T-4,L1,T-4L1,2024-06-07
3.95,4.30,5.00,grass,bluestem,,,T-4,L1,T-4L1,2024-06-07
4.31,4.70,13.00,forb,forb_other,,,T-4,L1,T-4L1,2024-06-07
5.95,6.40,5.00,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
7.40,7.90,20.00,conifer,pine,,,T-4,L1,T-4L1,2024-06-07
8.00,8.35,9.00,forb,forb_other,,,T-4,L1,T-4L1,2024-06-07
8.70,9.05,5.00,grass,bluestem,,,T-4,L1,T-4L1,2024-06-07
9.20,10.10,11.00,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
10.11,10.35,6.50,grass,bluestem,,,T-4,L1,T-4L1,2024-06-07
10.36,11.00,9.00,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
12.60,13.40,5.00,grass,bluestem,,,T-4,L1,T-4L1,2024-06-07
13.50,15.15,10.00,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
15.16,15.60,9.50,shrub,broadleaf_shrub,Illex,,T-4,L1,T-4L1,2024-06-07
15.61,17.40,9.50,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
17.90,18.20,4.00,grass,bluestem,,,T-4,L1,T-4L1,2024-06-07
19.40,19.69,6.50,shrub,broadleaf_shrub,Hypericum,,T-4,L1,T-4L1,2024-06-07
19.70,20.00,9.00,shrub,broadleaf_shrub,Rubus,,T-4,L1,T-4L1,2024-06-07
0.40,0.90,4.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
1.20,2.80,5.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
3.05,5.50,4.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
5.55,6.90,14.00,shrub,saw_palmetto,,,T-21,L4,T-21L4,2024-06-06
6.91,7.30,6.50,shrub,broadleaf_shrub,Rhus,,T-21,L4,T-21L4,2024-06-06
7.50,10.40,4.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
11.00,12.20,5.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
12.40,13.10,4.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
13.55,15.55,4.50,forb,fern,,,T-21,L4,T-21L4,2024-06-06
15.70,17.20,11.00,shrub,saw_palmetto,,,T-21,L4,T-21L4,2024-06-06
17.21,17.90,5.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
17.95,19.35,8.00,shrub,broadleaf_shrub,Illex,,T-21,L4,T-21L4,2024-06-06
19.36,20.00,7.00,forb,fern,,,T-21,L4,T-21L4,2024-06-06
0.60,2.20,10.00,shrub,broadleaf_shrub,Illex,,T-21,L3,T-21L3,2024-06-06
2.95,3.80,13.00,shrub,broadleaf_shrub,Illex,,T-21,L3,T-21L3,2024-06-06
3.81,5.70,3.50,forb,fern,,,T-21,L3,T-21L3,2024-06-06
5.71,6.10,2.00,shrub,broadleaf_vine,gelsium,,T-21,L3,T-21L3,2024-06-06
6.25,7.00,5.00,forb,fern,,,T-21,L3,T-21L3,2024-06-06
7.01,7.70,3.50,shrub,broadleaf_vine,Gelsium,,T-21,L3,T-21L3,2024-06-06
8.80,9.30,4.00,shrub,broadleaf_vine,Muscadina,,T-21,L3,T-21L3,2024-06-06
9.40,10.40,9.50,shrub,broadleaf_shrub,Illex,,T-21,L3,T-21L3,2024-06-06
10.41,10.80,2.00,shrub,broadleaf_vine,Muscadina,,T-21,L3,T-21L3,2024-06-06
10.81,12.10,5.50,forb,fern,,,T-21,L3,T-21L3,2024-06-06
13.30,13.70,6.00,forb,fern,,,T-21,L3,T-21L3,2024-06-06
13.71,16.50,17.00,shrub,saw_palmetto,,,T-21,L3,T-21L3,2024-06-06
16.51,18.00,10.00,shrub,broadleaf_vine,Muscadina,,T-21,L3,T-21L3,2024-06-06
18.50,20.00,15.00,shrub,broadleaf_vine,Muscadina,,T-21,L3,T-21L3,2024-06-06
0.00,0.90,3.00,forb,fern,,,T-21,L2,T-21L2,2024-06-06
1.20,2.40,8.50,shrub,broadleaf_shrub,Rubus,,T-21,L2,T-21L2,2024-06-06
2.41,4.60,8.00,forb,fern,,,T-21,L2,T-21L2,2024-06-06
4.61,5.15,6.50,shrub,broadleaf_shrub,Rubus,,T-21,L2,T-21L2,2024-06-06
5.16,5.50,3.00,grass,bluestem,,,T-21,L2,T-21L2,2024-06-06
6.10,6.30,6.00,grass,bluestem,,,T-21,L2,T-21L2,2024-06-06
6.85,7.50,6.00,grass,bluestem,,,T-21,L2,T-21L2,2024-06-06
7.80,8.10,5.00,forb,fern,,,T-21,L2,T-21L2,2024-06-06
8.25,8.80,8.00,shrub,broadleaf_shrub,Illex,,T-21,L2,T-21L2,2024-06-06
9.95,10.35,3.00,forb,fern,,,T-21,L2,T-21L2,2024-06-06
10.90,11.50,5.50,forb,fern,,,T-21,L2,T-21L2,2024-06-06
11.56,11.85,5.00,grass,bluestem,,,T-21,L2,T-21L2,2024-06-06
11.90,12.15,5.00,shrub,broadleaf_shrub,Illex,,T-21,L2,T-21L2,2024-06-06
12.50,15.00,11.00,shrub,broadleaf_shrub,Illex,,T-21,L2,T-21L2,2024-06-06
16.00,17.50,8.00,forb,fern,,,T-21,L2,T-21L2,2024-06-06
17.65,20.00,13.50,shrub,broadleaf_shrub,Illex,,T-21,L2,T-21L2,2024-06-06
0.70,2.10,8.00,shrub,broadleaf_shrub,Illex,,T-21,L1,T-21L1,2024-06-06
2.60,2.90,4.50,forb,fern,,,T-21,L1,T-21L1,2024-06-06
2.91,3.90,12.00,shrub,broadleaf_shrub,Illex,,T-21,L1,T-21L1,2024-06-06
4.35,5.85,8.50,shrub,broadleaf_shrub,Illex,,T-21,L1,T-21L1,2024-06-06
6.35,6.70,7.50,shrub,broadleaf_shrub,Illex,,T-21,L1,T-21L1,2024-06-06
6.90,7.70,20.00,conifer,pine,,,T-21,L1,T-21L1,2024-06-06
8.10,9.60,13.50,shrub,broadleaf_shrub,Illex,,T-21,L1,T-21L1,2024-06-06
10.10,11.00,6.00,shrub,broadleaf_shrub,Illex,,T-21,L1,T-21L1,2024-06-06
11.60,12.00,4.00,grass,bluestem,,,T-21,L1,T-21L1,2024-06-06
14.20,19.80,18.00,shrub,broadleaf_vine,Muscadina ,,T-21,L1,T-21L1,2024-06-06
0.50,2.00,8.00,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
2.20,2.45,7.00,grass,bluestem,,,O-1,L4,O-1L4,2024-06-03
2.46,3.35,8.50,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
4.80,6.00,9.00,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
6.01,6.40,5.00,shrub,broadleaf_shrub,Illex/Gaylusscia/Vaccinium,,O-1,L4,O-1L4,2024-06-03
6.45,6.80,6.00,grass,bluestem,,,O-1,L4,O-1L4,2024-06-03
6.81,7.50,6.50,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
7.55,8.50,4.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-1,L4,O-1L4,2024-06-03
8.51,9.05,9.00,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
9.10,10.00,11.50,shrub,broadleaf_shrub,Persea,,O-1,L4,O-1L4,2024-06-03
10.01,10.55,7.50,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
10.60,11.20,10.00,shrub,saw_palmetto,,,O-1,L4,O-1L4,2024-06-03
11.21,17.20,7.00,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
17.80,20.00,10.50,shrub,broadleaf_shrub,Illex,,O-1,L4,O-1L4,2024-06-03
0.30,0.70,10.05,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
1.00,9.90,7.00,shrub,broadleaf_shrub,Illex/Gaylusscia,,O-1,L3,O-1L3,2024-06-03
10.00,10.55,10.00,shrub,saw_palmetto,,,O-1,L3,O-1L3,2024-06-03
11.10,11.70,7.50,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
11.80,12.20,7.00,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
12.40,12.70,6.00,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
12.95,13.80,6.00,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
13.85,14.70,11.00,shrub,saw_palmetto,,,O-1,L3,O-1L3,2024-06-03
14.71,15.90,6.00,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
16.20,17.05,5.50,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
17.06,17.35,4.00,grass,bluestem,,,O-1,L3,O-1L3,2024-06-03
17.50,18.05,5.50,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
18.25,18.55,5.00,shrub,broadleaf_shrub,Illex,,O-1,L3,O-1L3,2024-06-03
18.60,20.00,7.00,shrub,broadleaf_shrub,Illex/Aronia,,O-1,L3,O-1L3,2024-06-03
0.30,0.90,8.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
1.10,1.50,3.50,shrub,broadleaf_shrub,Gaylusscia,,O-1,L2,O-1L2,2024-06-03
1.55,2.00,6.50,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
2.40,3.30,9.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
3.31,3.60,6.00,forb,fern,,,O-1,L2,O-1L2,2024-06-03
3.61,4.20,10.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
4.40,5.35,8.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
5.65,6.30,6.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
6.31,6.70,11.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
6.75,7.05,6.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
7.55,8.65,9.50,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
8.70,9.40,11.00,shrub,saw_palmetto,,,O-1,L2,O-1L2,2024-06-03
9.41,11.20,11.50,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
11.40,11.60,3.00,shrub,broadleaf_shrub,Vaccinium,,O-1,L2,O-1L2,2024-06-03
11.65,12.60,8.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
12.85,13.10,5.00,grass,bluestem,,,O-1,L2,O-1L2,2024-06-03
13.11,13.50,7.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
13.90,15.40,11.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
15.60,16.45,2.00,grass,grass_other,,,O-1,L2,O-1L2,2024-06-03
16.50,17.20,10.00,shrub,broadleaf_shrub,Illex,,O-1,L2,O-1L2,2024-06-03
17.25,20.00,11.00,shrub,saw_palmetto,,,O-1,L2,O-1L2,2024-06-03
0.60,2.05,14.00,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
2.06,2.30,11.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
2.31,3.40,15.00,shrub,broadleaf_shrub,Gordonia,,O-1,L1,O-1L1,2024-06-03
3.41,3.90,7.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
3.95,4.30,7.00,shrub,broadleaf_shrub,Illex/Vaccinium,,O-1,L1,O-1L1,2024-06-03
4.40,6.30,6.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
6.31,6.55,7.00,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
6.56,6.80,4.00,shrub,broadleaf_shrub,Gaylusscia ,,O-1,L1,O-1L1,2024-06-03
6.85,7.10,7.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
7.11,8.50,12.00,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
8.51,9.50,9.50,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
9.56,9.70,10.05,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
9.71,11.70,8.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
11.71,12.50,8.00,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
12.51,12.75,5.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
13.00,13.90,9.00,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
13.91,15.75,11.00,shrub,saw_palmetto,,,O-1,L1,O-1L1,2024-06-03
15.76,16.00,8.50,shrub,broadleaf_shrub,Illex,,O-1,L1,O-1L1,2024-06-03
